track_id,lat,lon,speed,lon_acc,lat_acc,time,lat,lon,speed,lon_acc,lat_acc,time,lat,lon,speed,lon_acc,lat_acc,time,lat,lon,speed,lon_acc,lat_acc,time,lat,lon,speed,lon_acc,lat_acc,time,lat,lon,speed,lon_acc,lat_acc,time,lat,lon,speed,lon_acc,lat_acc,time
260,37.980651,23.73511,40.1903,0.1685,-0.0048,168.44,37.980644,23.735116,40.1932,0.0793,-0.0055,168.48,37.980641,23.735119,40.189,0.0586,-0.0059,168.52,37.980638,23.735121,40.182,0.0251,-0.0063,168.56,37.980634,23.735124,40.1706,-0.0192,-0.0066,168.6,37.980631,23.735127,40.1535,-0.0727,-0.007,168.64,37.980628,23.73513,40.1311,-0.1125,-0.0074,168.68
261,37.980543,23.734924,26.5009,0.1444,-0.0468,168.84,37.980538,23.734928,26.5169,0.1158,-0.0541,168.88,37.980536,23.734929,26.5229,0.1096,-0.0577,168.92,37.980534,23.734931,26.528,0.0988,-0.0613,168.96,37.980532,23.734933,26.5316,0.0842,-0.065,169,37.980529,23.734935,26.5332,0.0663,-0.0686,169.04,37.980527,23.734937,26.5329,0.0531,-0.0722,169.08
262,37.980627,23.735086,32.0867,0.1549,0.0063,169.24,37.980622,23.735091,32.1039,0.1242,0.0073,169.28,37.980619,23.735093,32.1104,0.1176,0.0078,169.32,37.980617,23.735095,32.1158,0.106,0.0083,169.36,37.980614,23.735098,32.1196,0.0904,0.0088,169.4,37.980611,23.7351,32.1213,0.0712,0.0093,169.44,37.980609,23.735102,32.121,0.057,0.0099,169.48
263,37.980586,23.735046,43.8897,0.4044,-0.0061,170.44,37.980579,23.735052,43.9345,0.3243,-0.0071,170.48,37.980575,23.735055,43.9515,0.307,-0.0076,170.52,37.980572,23.735058,43.9657,0.2768,-0.0081,170.56,37.980568,23.735061,43.9757,0.2359,-0.0086,170.6,37.980564,23.735064,43.9801,0.1858,-0.0091,170.64,37.980561,23.735068,43.9794,0.1488,-0.0096,170.68
264,37.980611,23.735059,41.6588,0.2571,0.0111,170.64,37.980604,23.735065,41.6872,0.2062,0.0128,170.68,37.980601,23.735068,41.698,0.1952,0.0137,170.72,37.980597,23.735071,41.7071,0.176,0.0146,170.76,37.980594,23.735074,41.7134,0.15,0.0155,170.8,37.98059,23.735077,41.7162,0.1181,0.0164,170.84,37.980587,23.73508,41.7158,0.0946,0.0173,170.88
265,37.98063,23.735121,42.871,0.3742,0.0714,170.84,37.980623,23.735127,42.8775,0.1763,0.0835,170.88,37.980619,23.73513,42.8682,0.1303,0.0896,170.92,37.980616,23.735133,42.8527,0.0559,0.0958,170.96,37.980612,23.735136,42.8273,-0.0425,0.1021,171,37.980609,23.735139,42.7893,-0.1612,0.1085,171.04,37.980605,23.735142,42.7397,-0.2495,0.1148,171.08
266,37.980622,23.735083,35.2884,0.137,-0.0201,171.64,37.980616,23.735088,35.3036,0.1099,-0.0233,171.68,37.980614,23.73509,35.3094,0.104,-0.0249,171.72,37.980611,23.735093,35.3142,0.0938,-0.0265,171.76,37.980608,23.735095,35.3175,0.0799,-0.0281,171.8,37.980605,23.735098,35.319,0.0629,-0.0297,171.84,37.980602,23.7351,35.3188,0.0504,-0.0313,171.88
267,37.980038,23.736911,28.4494,0.0268,-0.1801,172.64,37.980035,23.736905,28.4384,-0.028,-0.208,172.68,37.980034,23.736902,28.4295,-0.041,-0.2218,172.72,37.980033,23.736899,28.419,-0.0616,-0.2356,172.76,37.980031,23.736895,28.4059,-0.0885,-0.2493,172.8,37.98003,23.736892,28.3893,-0.1207,-0.263,172.84,37.980028,23.736889,28.3692,-0.1522,-0.2766,172.88
268,37.980591,23.735027,39.4306,0.4123,-0.0571,173.84,37.980584,23.735032,39.4762,0.3307,-0.0666,173.88,37.980581,23.735035,39.4935,0.313,-0.0715,173.92,37.980578,23.735038,39.5081,0.2823,-0.0763,173.96,37.980574,23.73504,39.5182,0.2405,-0.0812,174,37.980571,23.735043,39.5227,0.1894,-0.086,174.04,37.980568,23.735046,39.522,0.1517,-0.0909,174.08
269,37.980631,23.735105,41.7589,0.0143,0.0483,174.24,37.980624,23.735111,41.753,-0.0149,0.0557,174.28,37.980621,23.735114,41.7483,-0.0219,0.0594,174.32,37.980617,23.735117,41.7427,-0.0328,0.063,174.36,37.980614,23.73512,41.7357,-0.0472,0.0666,174.4,37.980611,23.735123,41.7269,-0.0643,0.0703,174.44,37.980607,23.735126,41.7159,-0.0845,0.0739,174.48
270,37.980612,23.735062,55.0938,0.5842,-0.006,175.04,37.980603,23.735069,55.1586,0.4686,-0.007,175.08,37.980598,23.735073,55.1831,0.4435,-0.0075,175.12,37.980594,23.735077,55.2036,0.4,-0.008,175.16,37.980589,23.735081,55.218,0.3408,-0.0085,175.2,37.980585,23.735085,55.2244,0.2684,-0.0091,175.24,37.98058,23.735089,55.2234,0.215,-0.0096,175.28
271,37.980582,23.735042,59.0616,0.4354,0.0501,176.44,37.980572,23.735051,59.1098,0.3492,0.0582,176.48,37.980568,23.735055,59.1281,0.3306,0.0623,176.52,37.980563,23.73506,59.1434,0.2981,0.0664,176.56,37.980558,23.735064,59.1541,0.254,0.0706,176.6,37.980553,23.735068,59.1588,0.2,0.0748,176.64,37.980549,23.735073,59.1581,0.1602,0.079,176.68
272,37.980599,23.735061,47.3419,0.1966,-0.0009,176.84,37.980591,23.735067,47.3637,0.1576,-0.001,176.88,37.980587,23.73507,47.3719,0.1492,-0.0011,176.92,37.980583,23.735074,47.3789,0.1346,-0.0012,176.96,37.980579,23.735077,47.3837,0.1147,-0.0012,177,37.980575,23.73508,47.3858,0.0903,-0.0013,177.04,37.980571,23.735083,47.3855,0.0723,-0.0014,177.08
273,37.978409,23.735524,35.6669,0.2494,-0.0163,177.64,37.978413,23.735532,35.6945,0.2,-0.0189,177.68,37.978415,23.735535,35.705,0.1893,-0.0203,177.72,37.978417,23.735539,35.7138,0.1707,-0.0216,177.76,37.978419,23.735543,35.7199,0.1455,-0.023,177.8,37.978421,23.735546,35.7226,0.1146,-0.0243,177.84,37.978423,23.73555,35.7222,0.0918,-0.0257,177.88
274,37.977618,23.737428,11.6636,-0.187,0.0464,177.84,37.977617,23.737431,11.6428,-0.15,0.0523,177.88,37.977617,23.737432,11.635,-0.142,0.0552,177.92,37.977616,23.737433,11.6284,-0.128,0.058,177.96,37.977616,23.737435,11.6238,-0.1091,0.0607,178,37.977616,23.737436,11.6218,-0.0859,0.0634,178.04,37.977615,23.737438,11.6221,-0.0688,0.066,178.08
275,37.980594,23.735037,62.463,0.2784,-0.0248,179.44,37.980584,23.735046,62.4938,0.2233,-0.0287,179.48,37.980579,23.73505,62.5055,0.2114,-0.0307,179.52,37.980574,23.735055,62.5153,0.1906,-0.0327,179.56,37.980569,23.73506,62.5222,0.1624,-0.0347,179.6,37.980564,23.735064,62.5252,0.1279,-0.0367,179.64,37.980559,23.735069,62.5247,0.1025,-0.0387,179.68
276,37.98061,23.735057,43.8119,-0.0958,-0.0782,179.64,37.980603,23.735063,43.8013,-0.0769,-0.0899,179.68,37.980599,23.735066,43.7973,-0.0728,-0.0958,179.72,37.980595,23.735069,43.7939,-0.0656,-0.1016,179.76,37.980592,23.735072,43.7916,-0.0559,-0.1074,179.8,37.980588,23.735075,43.7905,-0.044,-0.1131,179.84,37.980584,23.735078,43.7907,-0.0353,-0.1189,179.88
277,37.980035,23.73689,21.1737,-0.218,-0.0644,180.04,37.980032,23.736885,21.1495,-0.1749,-0.0735,180.08,37.980031,23.736883,21.1404,-0.1655,-0.0779,180.12,37.98003,23.736881,21.1327,-0.1493,-0.0823,180.16,37.980029,23.736879,21.1273,-0.1272,-0.0867,180.2,37.980027,23.736876,21.125,-0.1002,-0.091,180.24,37.980026,23.736874,21.1253,-0.0802,-0.0953,180.28
278,37.977613,23.737436,18.0297,-0.2542,0.2295,182.84,37.977611,23.73744,18.0016,-0.2039,0.2593,182.88,37.97761,23.737442,17.9909,-0.193,0.2737,182.92,37.977609,23.737444,17.9819,-0.174,0.2878,182.96,37.977608,23.737446,17.9757,-0.1483,0.3015,183,37.977607,23.737448,17.9729,-0.1168,0.3151,183.04,37.977606,23.73745,17.9733,-0.0936,0.3284,183.08
279,37.977187,23.737745,4.8675,-0.2851,0.0079,185.24,37.977187,23.737746,4.8359,-0.2287,0.0086,185.28,37.977186,23.737747,4.8239,-0.2165,0.0089,185.32,37.977186,23.737747,4.8139,-0.1952,0.0092,185.36,37.977186,23.737748,4.8069,-0.1663,0.0094,185.4,37.977185,23.737748,4.8038,-0.131,0.0097,185.44,37.977185,23.737749,4.8042,-0.1049,0.0099,185.48
280,37.980037,23.736897,25.1774,-0.1238,-0.0108,185.24,37.980034,23.736891,25.1637,-0.0993,-0.0124,185.28,37.980033,23.736889,25.1585,-0.094,-0.0132,185.32,37.980032,23.736886,25.1542,-0.0847,-0.014,185.36,37.98003,23.736883,25.1511,-0.0722,-0.0148,185.4,37.980029,23.736881,25.1498,-0.0569,-0.0156,185.44,37.980027,23.736878,25.15,-0.0456,-0.0164,185.48
281,37.977618,23.737407,7.8342,-0.0035,0.1706,194.44,37.977617,23.737409,7.8341,-0.0017,0.1988,194.48,37.977617,23.73741,7.8342,-0.0012,0.2133,194.52,37.977616,23.737411,7.8343,-0.0006,0.2281,194.56,37.977616,23.737412,7.8346,0.0004,0.2432,194.6,37.977615,23.737412,7.8349,0.0014,0.2586,194.64,37.977615,23.737413,7.8354,0.0023,0.2742,194.68
282,37.978411,23.735517,25.798,-2.4037,0.2022,196.04,37.978414,23.735523,25.4783,-2.2255,0.1989,196.08,37.978416,23.735525,25.3321,-2.1735,0.1963,196.12,37.978417,23.735528,25.193,-2.1071,0.1929,196.16,37.978419,23.735531,25.0624,-2.0284,0.189,196.2,37.97842,23.735534,24.9418,-1.9393,0.1844,196.24,37.978422,23.735537,24.8302,-1.8703,0.1793,196.28
283,37.980061,23.73701,12.325,-0.4514,-0.3539,204.44,37.980061,23.737007,12.2565,-0.4275,-0.3897,204.48,37.980061,23.737005,12.2244,-0.4239,-0.4059,204.52,37.980061,23.737004,12.1933,-0.4148,-0.4207,204.56,37.980061,23.737002,12.1639,-0.4011,-0.4344,204.6,37.980061,23.737001,12.1368,-0.3834,-0.4472,204.64,37.980061,23.736999,12.1116,-0.3708,-0.459,204.68
284,37.980625,23.735054,35.5155,0.5271,-0.0253,205.84,37.980619,23.735059,35.5898,0.479,-0.0295,205.88,37.980616,23.735062,35.6232,0.47,-0.0317,205.92,37.980614,23.735064,35.6548,0.4518,-0.0338,205.96,37.980611,23.735067,35.6834,0.4259,-0.036,206,37.980608,23.73507,35.7083,0.3934,-0.0382,206.04,37.980605,23.735072,35.7296,0.3698,-0.0405,206.08
285,37.980639,23.735081,30.5454,-0.0084,-1.2314,206.24,37.980634,23.735084,30.5432,-0.0295,-1.1988,206.28,37.980631,23.735086,30.5407,-0.0312,-1.1767,206.32,37.980629,23.735088,30.5375,-0.0393,-1.1516,206.36,37.980626,23.73509,30.5329,-0.0528,-1.1239,206.4,37.980623,23.735092,30.5262,-0.0709,-1.094,206.44,37.980621,23.735094,30.5176,-0.0834,-1.0622,206.48
286,37.980595,23.735034,41.8506,-0.7133,-0.4785,207.64,37.980588,23.73504,41.7507,-0.7574,-0.4659,207.68,37.980584,23.735043,41.6984,-0.7504,-0.4575,207.72,37.980581,23.735046,41.6451,-0.768,-0.4476,207.76,37.980577,23.735048,41.5877,-0.8061,-0.4366,207.8,37.980574,23.735051,41.5237,-0.8618,-0.4246,207.84,37.98057,23.735054,41.4537,-0.8987,-0.4117,207.88
287,37.980651,23.735104,30.9267,0.2784,-2.2206,207.64,37.980646,23.735107,30.9616,0.2139,-2.1522,207.68,37.980643,23.735109,30.9746,0.2041,-2.108,207.72,37.98064,23.735111,30.9853,0.1796,-2.0588,207.76,37.980637,23.735113,30.9921,0.1425,-2.0052,207.8,37.980635,23.735115,30.9934,0.0949,-1.9478,207.84,37.980632,23.735117,30.9896,0.0609,-1.8872,207.88
288,37.980611,23.735056,44.2712,-2.8132,-0.408,208.44,37.980603,23.735062,43.8935,-2.6594,-0.3951,208.48,37.980599,23.735066,43.7172,-2.6038,-0.3865,208.52,37.980595,23.735069,43.5472,-2.5471,-0.3763,208.56,37.980592,23.735072,43.3836,-2.4894,-0.3648,208.6,37.980588,23.735075,43.2265,-2.4309,-0.3522,208.64,37.980584,23.735079,43.0749,-2.3821,-0.3385,208.68
289,37.97841,23.735513,28.1841,-0.6653,0.2398,209.44,37.978414,23.735519,28.0957,-0.6099,0.2689,209.48,37.978415,23.735522,28.0558,-0.5951,0.2833,209.52,37.978417,23.735525,28.0179,-0.5744,0.2975,209.56,37.978419,23.735528,27.9829,-0.5486,0.3116,209.6,37.97842,23.735531,27.9512,-0.5186,0.3255,209.64,37.978422,23.735533,27.9226,-0.4958,0.3395,209.68
290,37.9806,23.735028,44.4407,-5.2064,-1.1906,209.84,37.980591,23.735034,43.749,-4.7792,-1.1819,209.88,37.980587,23.735038,43.4355,-4.6642,-1.1715,209.92,37.980583,23.735041,43.1385,-4.5045,-1.156,209.96,37.980579,23.735044,42.8631,-4.3072,-1.1364,210,37.980575,23.735047,42.6135,-4.0779,-1.1132,210.04,37.980571,23.73505,42.3872,-3.9033,-1.0864,210.08
291,37.978403,23.735525,39.0445,0.3495,-0.1518,210.24,37.978407,23.735533,38.9011,-0.3643,-0.1896,210.28,37.978409,23.735537,38.7858,-0.5349,-0.2098,210.32,37.978411,23.735541,38.6488,-0.803,-0.2306,210.36,37.978413,23.735545,38.4776,-1.1533,-0.2518,210.4,37.978415,23.73555,38.2623,-1.5734,-0.2729,210.44,37.978417,23.735554,38.0099,-1.844,-0.2962,210.48
292,37.98054,23.734914,19.7935,-2.9822,-1.1692,211.24,37.980536,23.734916,19.3959,-2.7647,-1.1672,211.28,37.980534,23.734918,19.2139,-2.7011,-1.1603,211.32,37.980532,23.734919,19.0404,-2.6201,-1.1478,211.36,37.98053,23.73492,18.8774,-2.5245,-1.1304,211.4,37.980528,23.734922,18.7266,-2.4164,-1.1087,211.44,37.980527,23.734923,18.5866,-2.3325,-1.0831,211.48
293,37.98007,23.73699,12.4374,-0.183,-0.0886,211.44,37.980069,23.736987,12.4116,-0.1663,-0.1004,211.48,37.980069,23.736985,12.3999,-0.1632,-0.1061,211.52,37.980068,23.736984,12.389,-0.1569,-0.1117,211.56,37.980068,23.736982,12.379,-0.1479,-0.1172,211.6,37.980067,23.736981,12.3704,-0.1366,-0.1225,211.64,37.980067,23.736979,12.363,-0.1284,-0.1278,211.68
294,37.978411,23.735518,36.8683,-0.5484,-0.6459,211.44,37.978415,23.735526,36.6903,-0.9262,-0.7505,211.48,37.978417,23.73553,36.5705,-1.0737,-0.7725,211.52,37.978419,23.735534,36.4415,-1.1359,-0.7659,211.56,37.978421,23.735538,36.3141,-1.1264,-0.7347,211.6,37.978423,23.735542,36.197,-1.0559,-0.6822,211.64,37.978424,23.735546,36.0899,-1.0367,-0.6109,211.68
295,37.980596,23.735037,42.4179,-1.128,-0.3726,212.84,37.980588,23.735043,42.2678,-1.0406,-0.3796,212.88,37.980585,23.735046,42.1994,-1.0161,-0.3817,212.92,37.980581,23.735049,42.1344,-0.9835,-0.3831,212.96,37.980577,23.735052,42.0738,-0.9441,-0.3838,213,37.980574,23.735055,42.0182,-0.8988,-0.3839,213.04,37.98057,23.735058,41.9672,-0.8641,-0.3835,213.08
296,37.980636,23.735083,41.7409,-1.9334,-1.0851,213.44,37.980628,23.735089,41.4831,-1.7915,-1.067,213.48,37.980624,23.735092,41.3652,-1.7502,-1.0527,213.52,37.980621,23.735095,41.2529,-1.6973,-1.035,213.56,37.980617,23.735097,41.1474,-1.6347,-1.0144,213.6,37.980613,23.7351,41.0499,-1.5637,-0.9915,213.64,37.98061,23.735103,40.9595,-1.5088,-0.9663,213.68
297,37.980622,23.735043,30.7588,2.8404,-3.1318,214.84,37.980617,23.735046,31.1382,2.6437,-2.9843,214.88,37.980614,23.735047,31.3125,2.5841,-2.8996,214.92,37.980612,23.735049,31.4791,2.5109,-2.8123,214.96,37.980609,23.73505,31.6364,2.4264,-2.7228,215,37.980606,23.735052,31.7831,2.3321,-2.6317,215.04,37.980603,23.735054,31.9204,2.2584,-2.5395,215.08
298,37.980649,23.735081,31.9588,6.4409,-3.2853,214.84,37.980644,23.735084,33.0455,5.2292,-2.741,214.88,37.980642,23.735086,33.4717,5.0012,-2.4704,214.92,37.980639,23.735087,33.8597,4.7753,-2.2308,214.96,37.980637,23.735089,34.2124,4.5512,-2.0185,215,37.980634,23.73509,34.532,4.3287,-1.831,215.04,37.980631,23.735092,34.822,4.1283,-1.6667,215.08
299,37.980635,23.735073,40.2432,2.368,-0.9702,215.64,37.980629,23.735078,40.5566,2.1498,-0.9386,215.68,37.980626,23.73508,40.6969,2.0954,-0.9192,215.72,37.980622,23.735083,40.8291,2.0135,-0.8984,215.76,37.980619,23.735085,40.9497,1.9086,-0.8765,215.8,37.980616,23.735088,41.0563,1.7839,-0.8536,215.84,37.980612,23.735091,41.1501,1.6903,-0.8299,215.88
300,37.980589,23.735017,45.6797,0.7918,0.4919,217.44,37.980582,23.735024,45.7825,0.6807,0.4735,217.48,37.980578,23.735027,45.826,0.6592,0.4621,217.52,37.980575,23.735031,45.8655,0.6172,0.4496,217.56,37.980571,23.735034,45.8985,0.5579,0.4361,217.6,37.980567,23.735038,45.9231,0.4839,0.4218,217.64,37.980564,23.735041,45.94,0.43,0.4068,217.68
301,37.980617,23.735057,39.1997,-6.6862,0.4817,217.84,37.980609,23.735063,38.3104,-6.1563,0.4828,217.88,37.980606,23.735066,37.9062,-6.0102,0.481,217.92,37.980602,23.73507,37.5225,-5.8123,0.4769,217.96,37.980598,23.735073,37.1652,-5.5707,0.4707,218,37.980595,23.735075,36.8393,-5.2921,0.4628,218.04,37.980592,23.735078,36.5416,-5.0789,0.4532,218.08
302,37.978405,23.735518,30.124,5.3822,-1.0201,218.24,37.978408,23.735524,30.8391,4.9405,-0.971,218.28,37.978409,23.735526,31.163,4.8216,-0.9443,218.32,37.97841,23.735529,31.4701,4.6565,-0.9178,218.36,37.978412,23.735532,31.7548,4.4524,-0.8916,218.4,37.978413,23.735535,32.0128,4.2152,-0.8656,218.44,37.978415,23.735539,32.2466,4.0346,-0.84,218.48
303,37.980628,23.73505,26.4427,7.6802,-2.3671,218.44,37.980625,23.735051,27.1274,6.7048,-2.0257,218.48,37.980624,23.735052,27.4071,6.2955,-1.8884,218.52,37.980622,23.735053,27.654,5.9353,-1.7674,218.56,37.98062,23.735055,27.8737,5.6165,-1.6599,218.6,37.980618,23.735056,28.0708,5.3329,-1.5637,218.64,37.980615,23.735059,28.2486,5.0742,-1.4773,218.68
304,37.980652,23.735098,48.2772,0.1541,-0.8998,218.84,37.980644,23.735104,48.2969,0.1258,-0.8766,218.88,37.98064,23.735108,48.3047,0.1211,-0.8609,218.92,37.980636,23.735111,48.3116,0.1104,-0.8432,218.96,37.980631,23.735114,48.3168,0.0946,-0.8236,219,37.980627,23.735117,48.3196,0.0746,-0.8026,219.04,37.980623,23.73512,48.3204,0.0602,-0.7803,219.08
305,37.978367,23.737818,8.778,0.2349,-0.0041,219.24,37.978366,23.737817,8.7977,0.166,-0.0049,219.28,37.978366,23.737816,8.803,0.1505,-0.0053,219.32,37.978365,23.737815,8.8061,0.1245,-0.0058,219.36,37.978365,23.737814,8.8056,0.0897,-0.0062,219.4,37.978364,23.737813,8.8005,0.0475,-0.0066,219.44,37.978364,23.737812,8.7913,0.0162,-0.0071,219.48
306,37.980628,23.735064,37.8425,-1.3742,-0.3243,219.84,37.980622,23.73507,37.6604,-1.2519,-0.3052,219.88,37.980619,23.735073,37.5786,-1.2207,-0.2936,219.92,37.980616,23.735076,37.5014,-1.1749,-0.281,219.96,37.980613,23.735079,37.4305,-1.1168,-0.2674,220,37.98061,23.735082,37.3674,-1.0482,-0.2529,220.04,37.980607,23.735085,37.3113,-0.9964,-0.2377,220.08
307,37.978404,23.735522,30.8804,2.0681,0.3693,220.64,37.978408,23.735528,31.1542,1.8801,0.3516,220.68,37.978409,23.735531,31.277,1.8329,0.3413,220.72,37.978411,23.735534,31.3928,1.7624,0.3305,220.76,37.978413,23.735537,31.4986,1.6724,0.3192,220.8,37.978414,23.73554,31.5925,1.5658,0.3076,220.84,37.978416,23.735543,31.6754,1.4856,0.2956,220.88
308,37.980067,23.736983,14.075,-0.0408,-0.0282,220.84,37.980065,23.73698,14.0699,-0.0348,-0.0325,220.88,37.980065,23.736978,14.0677,-0.0336,-0.0346,220.92,37.980064,23.736976,14.0658,-0.0313,-0.0367,220.96,37.980064,23.736975,14.0642,-0.0282,-0.0388,221,37.980063,23.736973,14.0631,-0.0244,-0.0409,221.04,37.980063,23.736972,14.0623,-0.0216,-0.0431,221.08
309,37.980629,23.735039,52.9276,5.1737,-1.8193,223.04,37.980621,23.735045,53.6117,4.685,-1.7407,223.08,37.980617,23.735048,53.9173,4.5651,-1.6955,223.12,37.980612,23.735051,54.2046,4.3817,-1.6486,223.16,37.980608,23.735054,54.4659,4.1448,-1.6002,223.2,37.980604,23.735058,54.6953,3.8624,-1.5506,223.24,37.980599,23.735062,54.8957,3.6508,-1.5002,223.28
310,37.980632,23.735087,53.1006,3.8229,-1.1057,223.64,37.980624,23.735093,53.6056,3.4534,-1.0333,223.68,37.98062,23.735097,53.8307,3.3642,-0.9926,223.72,37.980616,23.7351,54.0419,3.2254,-0.9501,223.76,37.980611,23.735104,54.2334,3.0451,-0.9061,223.8,37.980607,23.735107,54.4005,2.8294,-0.8609,223.84,37.980602,23.735111,54.5454,2.6681,-0.8147,223.88
311,37.977621,23.737409,13.4422,-1.2233,1.331,224.04,37.977621,23.737412,13.208,-1.2122,1.438,224.08,37.977622,23.737414,13.094,-1.2398,1.4752,224.12,37.977622,23.737416,12.9816,-1.2317,1.5033,224.16,37.977622,23.737417,12.875,-1.1936,1.5248,224.2,37.977622,23.737419,12.7775,-1.1301,1.5411,224.24,37.977623,23.737421,12.6884,-1.0912,1.5523,224.28
312,37.978405,23.735515,27.0803,-0.0993,-1.883,227.44,37.978408,23.735521,27.0676,-0.0819,-1.8337,227.48,37.978409,23.735524,27.0625,-0.0789,-1.8003,227.52,37.97841,23.735527,27.0579,-0.0723,-1.7623,227.56,37.978411,23.73553,27.0545,-0.0626,-1.7205,227.6,37.978413,23.735533,27.0524,-0.0503,-1.6755,227.64,37.978414,23.735536,27.0516,-0.0415,-1.6278,227.68
313,37.978419,23.73554,28.0454,0.0037,-0.1675,230.24,37.978422,23.735546,28.0439,-0.0038,-0.1937,230.28,37.978424,23.735549,28.0427,-0.0056,-0.2069,230.32,37.978425,23.735552,28.0413,-0.0084,-0.2201,230.36,37.978427,23.735555,28.0395,-0.0121,-0.2334,230.4,37.978428,23.735558,28.0372,-0.0165,-0.2467,230.44,37.97843,23.735561,28.0346,-0.0184,-0.2599,230.48
314,37.978409,23.735533,24.3808,-0.0513,0.0189,231.84,37.978412,23.735538,24.4018,0.0534,0.0215,231.88,37.978414,23.735541,24.4188,0.0784,0.0227,231.92,37.978415,23.735543,24.4388,0.1177,0.0239,231.96,37.978417,23.735546,24.4639,0.1691,0.0251,232,37.978418,23.735549,24.4955,0.2307,0.0263,232.04,37.978419,23.735551,24.5329,0.2748,0.0275,232.08
315,37.97842,23.735519,25.2426,0.047,-0.0353,233.04,37.978423,23.735525,25.2465,0.0332,-0.0408,233.08,37.978424,23.735527,25.2476,0.0301,-0.0436,233.12,37.978425,23.73553,25.2482,0.0249,-0.0464,233.16,37.978427,23.735533,25.2481,0.018,-0.0492,233.2,37.978428,23.735535,25.2471,0.0095,-0.0521,233.24,37.978429,23.735538,25.2452,0.0033,-0.0549,233.28
316,37.978416,23.735525,25.7842,0.0479,-0.0096,234.64,37.978419,23.735531,25.7645,-0.0499,-0.0113,234.68,37.97842,23.735533,25.7487,-0.0733,-0.0121,234.72,37.978422,23.735536,25.73,-0.1101,-0.0129,234.76,37.978423,23.735539,25.7065,-0.1581,-0.0138,234.8,37.978425,23.735542,25.677,-0.2157,-0.0147,234.84,37.978426,23.735544,25.6421,-0.2562,-0.0156,234.88
317,37.978419,23.73553,30.0962,0.1127,0.0066,237.04,37.978423,23.735537,30.05,-0.1174,0.0078,237.08,37.978424,23.73554,30.0128,-0.1724,0.0084,237.12,37.978426,23.735543,29.9687,-0.2588,0.009,237.16,37.978428,23.735546,29.9135,-0.3717,0.0096,237.2,37.97843,23.735549,29.8441,-0.5072,0.0102,237.24,37.978431,23.735552,29.761,-0.6183,0.0109,237.28
318,37.978403,23.735528,20.6599,0.0038,-0.1038,237.84,37.978405,23.735532,20.6583,-0.004,-0.1198,237.88,37.978406,23.735535,20.657,-0.0059,-0.1277,237.92,37.978408,23.735537,20.6555,-0.0088,-0.1357,237.96,37.978409,23.735539,20.6536,-0.0127,-0.1436,238,37.97841,23.735541,20.6513,-0.0173,-0.1516,238.04,37.978411,23.735543,20.6484,-0.0216,-0.1595,238.08
319,37.978401,23.735535,21.7277,0.0353,0.0128,239.44,37.978404,23.735539,21.7132,-0.0368,0.0149,239.48,37.978405,23.735541,21.7015,-0.0541,0.016,239.52,37.978406,23.735543,21.6877,-0.0812,0.0171,239.56,37.978408,23.735545,21.6704,-0.1166,0.0182,239.6,37.978409,23.735547,21.6486,-0.1591,0.0193,239.64,37.97841,23.73555,21.6226,-0.1925,0.0204,239.68
320,37.978416,23.735527,18.373,0.0938,0.0058,241.24,37.978418,23.73553,18.3856,0.0832,0.0067,241.28,37.978419,23.735532,18.3911,0.0811,0.0072,241.32,37.97842,23.735534,18.3963,0.077,0.0077,241.36,37.978421,23.735536,18.4008,0.0714,0.0081,241.4,37.978422,23.735538,18.4045,0.0644,0.0086,241.44,37.978423,23.73554,18.4075,0.0593,0.0091,241.48
321,37.978427,23.737942,10.6831,-0.0117,0.0466,241.84,37.978426,23.737939,10.6818,-0.0094,0.0538,241.88,37.978425,23.737938,10.6813,-0.0089,0.0574,241.92,37.978425,23.737937,10.6809,-0.008,0.0609,241.96,37.978424,23.737936,10.6806,-0.0068,0.0645,242,37.978424,23.737935,10.6805,-0.0054,0.0681,242.04,37.978423,23.737934,10.6805,-0.0043,0.0716,242.08
322,37.978404,23.735534,18.0718,0.0166,-0.0372,242.64,37.978406,23.735537,18.065,-0.0173,-0.043,242.68,37.978407,23.735539,18.0595,-0.0254,-0.0459,242.72,37.978408,23.735541,18.053,-0.0381,-0.0488,242.76,37.978409,23.735543,18.0449,-0.0547,-0.0517,242.8,37.97841,23.735545,18.0347,-0.0746,-0.0546,242.84,37.978411,23.735547,18.0223,-0.094,-0.0576,242.88
323,37.978407,23.735525,18.3451,0.0592,0.006,244.64,37.978409,23.735529,18.3208,-0.0617,0.007,244.68,37.97841,23.735531,18.3013,-0.0906,0.0075,244.72,37.978411,23.735533,18.2781,-0.136,0.0081,244.76,37.978412,23.735535,18.2491,-0.1954,0.0086,244.8,37.978413,23.735537,18.2126,-0.2666,0.0092,244.84,37.978414,23.735539,18.169,-0.3244,0.0097,244.88
324,37.98061,23.735058,40.7512,0.1323,0.0667,249.04,37.980604,23.735064,40.6969,-0.138,0.0782,249.08,37.9806,23.735066,40.6532,-0.2025,0.0841,249.12,37.980597,23.735069,40.6013,-0.3041,0.0901,249.16,37.980593,23.735072,40.5365,-0.4367,0.0963,249.2,37.98059,23.735074,40.455,-0.5958,0.1026,249.24,37.980586,23.735077,40.3573,-0.7273,0.109,249.28
